SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150ARG.FBCIN,0AW622:9,,,BA RSCC PLYMR SKD A PMP RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150ARM.FBCIN,0AW622:10,,,BA RSCC PLYMR SKD A PP 5150A RMT,>,0.5,,,REMOTE,NORMAL,CIN : 0CP004 : WAN0F20266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150AUA.FBCIN,0AW622:11,,,BA RSCC PLYMR SKD A PMP ALM,>,0.5,,,FAULT,NORMAL,CIN : 0CP004 : WAN0F20266,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABMO5150ARN.COUT,0AW526:1,,DYN,DIGOUT,,,,BA RSCC PLYMR SKD A PMP RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20266,,,,,,
D,SCP,0BA_RSCC:ABXVO5155A.COUT,0AW533:5,,DYN,DIGOUT,,,,BA RSCC PLYMR SKD A WTR VLV OCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20269,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5200A.FBCIN,0AW512:10,,,RSCC PLYMR SKD A  RSCC A XVRV O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20270,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5200A.FBCIN,0AW512:9,,,RSCC PLYMR SKD A  RSCC A XVRV C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F20270,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5200A.COUT,0AW532:7,,DYN,DIGOUT,,,,RSCC PLYMR SKD A  RSCC A XVRV OC,>,0.5,,,,,COUT : 0CP004 : WAN0F20270,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5201A.FBCIN,0AW513:10,,,RSCC PLYMR SKD A  RSCC B XVRV O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20271,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5201A.FBCIN,0AW513:9,,,RSCC PLYMR SKD A  RSCC B XVRV C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F20271,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5201A.COUT,0AW533:7,,DYN,DIGOUT,,,,RSCC PLYMR SKD A  RSCC B XVRV OC,>,0.5,,,,,COUT : 0CP004 : WAN0F20271,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5175BRG.FBCIN,0AW624:14,,,BA RSCC CSTC SKD BPMP RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F21261,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5175BRM.FBCIN,0AW624:15,,,BA RSCC CAUS SKID B PP 5175B RMT,>,0.5,,,REMOTE,NORMAL,CIN : 0CP004 : WAN0F21261,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5175BUA.FBCIN,0AW624:16,,,BA RSCC CSTC SKD BPMP ALM,>,0.5,,,FAULT,NORMAL,CIN : 0CP004 : WAN0F21261,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABMO5175BRN.COUT,0AW528:2,,DYN,DIGOUT,,,,BA RSCC CSTC SKD BPMP RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F21261,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5210B.FBCIN,0AW515:12,,,RSCC CSTC SKD B   XVRV 5210B O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F21263,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5210B.FBCIN,0AW515:11,,,RSCC CSTC SKD B   XVRV 5210B C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F21263,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5210B.COUT,0AW535:8,,DYN,DIGOUT,,,,RSCC CSTC SKD B   XVRV 5210B OC,>,0.5,,,,,COUT : 0CP004 : WAN0F21263,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5211B.FBCIN,0AW516:12,,,RSCC CSTC SKD B   XVRV 5211B O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F21264,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5211B.FBCIN,0AW516:11,,,RSCC CSTC SKD B   XVRV 5211B C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F21264,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5211B.COUT,0AW536:8,,DYN,DIGOUT,,,,RSCC CSTC SKD B   XVRV 5211B OC,>,0.5,,,,,COUT : 0CP004 : WAN0F21264,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150BRG.FBCIN,0AW623:9,,,BA RSCC PLYMR SKD B PMP RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F21266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150BRM.FBCIN,0AW623:10,,,BA RSCC PLYMR SKD B PP 5150B RMT,>,0.5,,,REMOTE,NORMAL,CIN : 0CP004 : WAN0F21266,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABMO5150BUA.FBCIN,0AW623:11,,,BA RSCC PLYMR SKD B PMP ALM,>,0.5,,,FAULT,NORMAL,CIN : 0CP004 : WAN0F21266,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABMO5150BRN.COUT,0AW528:1,,DYN,DIGOUT,,,,BA RSCC PLYMR SKD B PMP RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F21266,,,,,,
D,SCP,0BA_RSCC:ABXVO5155B.COUT,0AW536:5,,DYN,DIGOUT,,,,BA RSCC PLYMR SKD B WTR VLV OCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F21269,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5200B.FBCIN,0AW515:10,,,RSCC PLYMR SKD B  RSCC A XVRV O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F21270,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5200B.FBCIN,0AW515:9,,,RSCC PLYMR SKD B  RSCC A XVRV C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F21270,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5200B.COUT,0AW535:7,,DYN,DIGOUT,,,,RSCC PLYMR SKD B  RSCC A XVRV OC,>,0.5,,,,,COUT : 0CP004 : WAN0F21270,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIO5201B.FBCIN,0AW516:10,,,RSCC PLYMR SKD B  RSCC B XVRV O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F21271,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC:ABZIC5201B.FBCIN,0AW516:9,,,RSCC PLYMR SKD B  RSCC B XVRV C,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F21271,IVO = 0,,,,,
D,SCP,0BA_RSCC:ABXVO5201B.COUT,0AW536:7,,DYN,DIGOUT,,,,RSCC PLYMR SKD B  RSCC B XVRV OC,>,0.5,,,,,COUT : 0CP004 : WAN0F21271,,,,,,
D,SCP,0BA_RSCC_A:ABYL5128AEXA.COUT,0AW532:1,,DYN,DIGOUT,,,,RSCC A HT XCHNGR  A SELECTED,>,0.5,,,,,COUT : 0CP004 : WAN0F20200,,,,,,
D,SCP,0BA_RSCC_A:ABYL5129AEXB.COUT,0AW533:1,,DYN,DIGOUT,,,,RSCC A HT XCHNGR  B SELECTED,>,0.5,,,,,COUT : 0CP004 : WAN0F20200,,,,,,
D,SCP,0BA_RSCC_A:YL5126AHYDA.COUT,0AW531:15,,DYN,DIGOUT,,,,BA RSCC A HYD DRV MTR A SLCTD,>,0.5,,,,,COUT : 0CP004 : WAN0F20200,,,,,,
D,SCP,0BA_RSCC_A:YL5127AHYDB.COUT,0AW532:15,,DYN,DIGOUT,,,,BA RSCC A HYD DRV MTR B SLCTD,>,0.5,,,,,COUT : 0CP004 : WAN0F20200,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABLAH5115A.FBCIN,0AW511:16,,,BA RSCC A HI      SOLIDS LVL,>,0.5,,,NORMAL,HIGH,CIN : 0CP004 : WAN0F20202,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABSAL5100AA.FBCIN,0AW511:10,,,BA RSCC A NEAR    SIDE ZERO SPD,>,0.5,,,NORMAL SPEED,LOW SPEED,CIN : 0CP004 : WAN0F20202,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABSAL5100AB.FBCIN,0AW511:11,,,BA RSCC A FAR SIDEZERO SPD,>,0.5,,,NORMAL SPEED,LOW SPEED,CIN : 0CP004 : WAN0F20202,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:YLA5100AALM.COUT,0AW531:5,,DYN,DIGOUT,,,,BA RSCC A GEN     ALM,>,0.5,,,,,COUT : 0CP004 : WAN0F20202,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100ARST.FBCIN,0AW511:6,,,BA RSCC A ESTP    RESET,>,0.5,,,RESET,NORMAL,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100ASTP.FBCIN,0AW511:7,,,BA RSCC A         STOP,>,0.5,,,STOP,NORMAL,CIN : 0CP004 : WAN0F20203,IVO = 1,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100ASTR.FBCIN,0AW511:8,,,BA RSCC A         START,>,0.5,,,START,NORMAL,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABXA5100AA.FBCIN,0AW511:12,,,BOTTOM ASH RSCC A E-STOP,>,0.5,,,NORMAL,E-STOP,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABXA5100AB.FBCIN,0AW511:13,,,RSCC A VLV ACCESS PLTFRM E-STOP,>,0.5,,,NORMAL,E-STOP,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABXA5100AC.FBCIN,0AW511:14,,,RSCC A VLV TAIL   PLTFRM E-STOP,>,0.5,,,NORMAL,E-STOP,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABXA5100ANRM.FBCIN,0AW511:15,,,RSCC A E-STOP     RELAY NORMAL,>,0.5,,,NORMAL,NOT NORMAL,CIN : 0CP004 : WAN0F20203,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:YL5125AHYDOF.COUT,0AW531:13,,DYN,DIGOUT,,,,BA RSCC A SLCTD   HYD DRV OFF,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:YL5125AHYDRG.COUT,0AW531:14,,DYN,DIGOUT,,,,BA RSCC A SLCTD   HYD DRV RNG,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:ABYL5100AFWD.COUT,0AW531:1,,DYN,DIGOUT,,,,BA RSCC A RNG     FWRD,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:ABYL5100AREV.COUT,0AW531:4,,DYN,DIGOUT,,,,BA RSCC A RNG     REV,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:ABYL5100AOFF.COUT,0AW531:3,,DYN,DIGOUT,,,,BA RSCC A         OFF,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:YL5128AEXOFF.COUT,0AW532:2,,DYN,DIGOUT,,,,BA RSCC A SLCTD HXFAN OFF,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,SCP,0BA_RSCC_A:YL5128AEXRG.COUT,0AW532:3,,DYN,DIGOUT,,,,BA RSCC A SLCTD HXFAN RNG,>,0.5,,,,,COUT : 0CP004 : WAN0F20204,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100AFWD.FBCIN,0AW511:1,,,BA RSCC A JOG     FWRD,>,0.5,,,JOG FWD,NORMAL,CIN : 0CP004 : WAN0F20210,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100ANRM.FBCIN,0AW511:3,,,BA RSCC A CHN     CNVYR A NORM,>,0.5,,,NORMAL,INACTIVE,CIN : 0CP004 : WAN0F20210,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100AREV.FBCIN,0AW511:5,,,BA RSCC A JOG     REV,>,0.5,,,JOG REV,NORMAL,CIN : 0CP004 : WAN0F20210,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHS5100ASUP.FBCIN,0AW511:9,,,BA RSCC A CHN     CNVYR A SPRVR,>,0.5,,,SUPERVISOR,INACTIVE,CIN : 0CP004 : WAN0F20210,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABYL5100AJP.COUT,0AW531:2,,DYN,DIGOUT,,,,BA RSCC A REM CHN CNV A JOG PRMT,>,0.5,,,,,COUT : 0CP004 : WAN0F20210,,,,,,
D,SCP,0BA_RSCC_A:ABYAHN5100A.COUT,0AW526:12,,DYN,DIGOUT,,,,RSCC A STARTING HORN,>,0.5,,,,,COUT : 0CP004 : WAN0F20210,,,,,,
D,SCP,0BA_RSCC_A:ABYAFL5100A.COUT,0AW526:13,,DYN,DIGOUT,,,,RSCC A RUNNING STROBE,>,0.5,,,,,COUT : 0CP004 : WAN0F20210,,,,,,
D,SCP,0BA_RSCC_A:ABSLA5130A.COUT,0AW532:4,,DYN,DIGOUT,,,,BA RSCC A SPD CTRLAUTO,>,0.5,,,,,COUT : 0CP004 : WAN0F20211,,,,,,
D,SCP,0BA_RSCC_A:ABSLL5130A.COUT,0AW532:5,,DYN,DIGOUT,,,,BA RSCC A SPD CTRLMANUAL,>,0.5,,,,,COUT : 0CP004 : WAN0F20211,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIE5100AA.FBCIN,0AW512:1,,,RSCC A NR SD TK UPCYL RD LK DNG,>,0.5,,,DISENGAGED,ENGAGED,CIN : 0CP004 : WAN0F20212,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIE5100AB.FBCIN,0AW512:2,,,RSCC A FR SD TK UPCYL RD LK DNG,>,0.5,,,DISENGAGED,ENGAGED,CIN : 0CP004 : WAN0F20213,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABXVC5132A.COUT,0AW533:2,,DYN,DIGOUT,,,,BA RSCC A CHN TNSNACC V CLS CMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20214,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABPDAH5142A.FBCIN,0AW512:8,,,BA RSCC A RTN FLTRA DIFF PRS HI,>,0.5,,,ALARM,NO ALARM,CIN : 0CP004 : WAN0F20215,IVO = 1,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABPDAH5143A.FBCIN,0AW513:8,,,BA RSCC A RTN FLTRB DIFF PRS HI,>,0.5,,,ALARM,NO ALARM,CIN : 0CP004 : WAN0F20215,IVO = 1,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:HSA5100AREM.FBCIN,0AW511:4,,,BA RSCC A         RMTE,>,0.5,,,REMOTE,NORMAL,CIN : 0CP004 : WAN0F20216,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:HSL5100ALCL.FBCIN,0AW511:2,,,BA RSCC A         LOCAL,>,0.5,,,LOCAL,NORMAL,CIN : 0CP004 : WAN0F20216,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:YLA5100AREM.COUT,0AW531:6,,DYN,DIGOUT,,,,BA RSCC A RMTE    MODE,>,0.5,,,,,COUT : 0CP004 : WAN0F20216,,,,,,
D,SCP,0BA_RSCC_A:YLL5100ALCL.COUT,0AW531:8,,DYN,DIGOUT,,,,BA RSCC A LOCAL   MODE,>,0.5,,,,,COUT : 0CP004 : WAN0F20216,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5126ARG.FBCIN,0AW521:6,,,BA RSCC A HYD DRV MTR A RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20220,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5126AOL.FBCIN,0AW521:5,,,BA RSCC A HYD DRV MTR A OVRLD,>,0.5,,,OVERLOAD,NORMAL,CIN : 0CP004 : WAN0F20220,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5126AA.FBCIN,0AW512:6,,,RSCC A HYD DRV A  CNV PP IN V O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20220,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5126AB.FBCIN,0AW512:7,,,RSCC A HYD DRV A  TU PMP IN V O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20220,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABMO5126ARN.COUT,0AW525:3,,DYN,DIGOUT,,,,BA RSCC A HYD DRV MTR A RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20220,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5128AA.FBCIN,0AW513:1,,,RSCC A HYD PUMP A TU OUTLT VLV,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20220,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5127ARG.FBCIN,0AW522:6,,,BA RSCC A HYD DRV MTR B RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20221,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5127AOL.FBCIN,0AW522:5,,,BA RSCC A HYD DRV MTR B OVRLD,>,0.5,,,OVERLOAD,NORMAL,CIN : 0CP004 : WAN0F20221,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5127AA.FBCIN,0AW513:6,,,RSCC A HYD DRV B  CNV PP IN V O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20221,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5127AB.FBCIN,0AW513:7,,,RSCC A HYD DRV B  TU PMP IN V O,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20221,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABMO5127ARN.COUT,0AW526:3,,DYN,DIGOUT,,,,BA RSCC A HYD DRV MTR B RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20221,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5128AB.FBCIN,0AW512:13,,,RSCC A HYD PUMP B TU OUTLT VLV,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20221,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABHT5125ARG.FBCIN,0AW521:4,,,BA RSCC A HYD UNITHTR ON,>,0.5,,,ON,NOT ON,CIN : 0CP004 : WAN0F20223,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABTIL5125A.FBCIN,0AW512:5,,,BA RSCC A HYD UN  HTR TRMST,>,0.5,,,ON,NT ON,CIN : 0CP004 : WAN0F20223,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABHT5125ARN.COUT,0AW525:2,,DYN,DIGOUT,,,,BA RSCC A HYD UNITHTR ON CMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20223,,,,,,
D,SCP,0BA_RSCC_A:YL5125AHTOFF.COUT,0AW531:11,,DYN,DIGOUT,,,,BA RSCC A HYD UNITIMRSN HTR OFF,>,0.5,,,,,COUT : 0CP004 : WAN0F20223,,,,,,
D,SCP,0BA_RSCC_A:YL5125AHTON.COUT,0AW531:12,,DYN,DIGOUT,,,,BA RSCC A HYD UNITIMRSN HTR ON,>,0.5,,,,,COUT : 0CP004 : WAN0F20223,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5128ARG.FBCIN,0AW521:8,,,RSCC A HX FAN A   MTR RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20224,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5128AOL.FBCIN,0AW521:7,,,RSCC A HX FAN A   MTR OVRLD,>,0.5,,,OVERLOAD,NORMAL,CIN : 0CP004 : WAN0F20224,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABMO5128ARN.COUT,0AW525:4,,DYN,DIGOUT,,,,RSCC A HX FAN A   MTR RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20224,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5129ARG.FBCIN,0AW522:8,,,RSCC A HX FAN B   MTR RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20225,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5129AOL.FBCIN,0AW522:7,,,RSCC A HX FAN B   MTR OVRLD,>,0.5,,,OVERLOAD,NORMAL,CIN : 0CP004 : WAN0F20225,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABMO5129ARN.COUT,0AW526:4,,DYN,DIGOUT,,,,RSCC A HX FAN B   MTR RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20225,,,,,,
D,SCP,0BA_RSCC_A:ABXVO5133AA.COUT,0AW533:3,,DYN,DIGOUT,,,,BA RSCC A CNVYR   FWRD VLV OCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20226,,,,,,
D,SCP,0BA_RSCC_A:ABXVO5133AB.COUT,0AW533:4,,DYN,DIGOUT,,,,BA RSCC A CNVYR   REV VLV OCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20227,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIO5107A.FBCIN,0AW512:4,,,BA RSCC A CNVYR   FILL VLV OPN,>,0.5,,,OPEN,NT OPEN,CIN : 0CP004 : WAN0F20228,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABZIC5107A.FBCIN,0AW512:3,,,BA RSCC A CNVYR   FILL VLV CLSD,>,0.5,,,CLOSED,NT CLOSED,CIN : 0CP004 : WAN0F20228,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABXVO5107A.COUT,0AW531:10,,DYN,DIGOUT,,,,BA RSCC A CNVYR   FILL VLV OCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20228,,,,,,
D,SCP,0BA_RSCC_A:YLC5100ACLSD.COUT,0AW531:7,,DYN,DIGOUT,,,,BA RSCC A WTR FILLVAVE CLSD,>,0.5,,,,,COUT : 0CP004 : WAN0F20228,,,,,,
D,SCP,0BA_RSCC_A:YLO5100AOPND.COUT,0AW531:9,,DYN,DIGOUT,,,,BA RSCC A WTR FILLVAVE OPN,>,0.5,,,,,COUT : 0CP004 : WAN0F20228,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5101ARG.FBCIN,0AW521:1,,,BA RSCC A MXR MTR A RNG,>,0.5,,,RUNNING,NOT RUNNING,CIN : 0CP004 : WAN0F20230,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5101ARM.FBCIN,0AW521:2,,,BA RSCC A MIXER   MTR 5101A RMT,>,0.5,,,REMOTE,NORMAL,CIN : 0CP004 : WAN0F20230,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_A:ABMO5101AUA.FBCIN,0AW521:3,,,BA RSCC A MXR MTR A FAULT,>,0.5,,,FAULT,NORMAL,CIN : 0CP004 : WAN0F20230,IVO = 0,,,,,
D,SCP,0BA_RSCC_A:ABMO5101ARN.COUT,0AW525:1,,DYN,DIGOUT,,,,BA RSCC A MXR MTR A RCMD,>,0.5,,,,,COUT : 0CP004 : WAN0F20230,,,,,,
D,SCP,0BA_RSCC_B:ABYL5128BEXA.COUT,0AW535:1,,DYN,DIGOUT,,,,RSCC B HT XCHNGR  A SELECTED,>,0.5,,,,,COUT : 0CP004 : WAN0F21200,,,,,,
D,SCP,0BA_RSCC_B:ABYL5129BEXB.COUT,0AW536:1,,DYN,DIGOUT,,,,RSCC B HT XCHNGR  B SELECTED,>,0.5,,,,,COUT : 0CP004 : WAN0F21200,,,,,,
D,SCP,0BA_RSCC_B:YL5126BHYDA.COUT,0AW534:15,,DYN,DIGOUT,,,,BA RSCC B HYD DRV MTR A SLCTD,>,0.5,,,,,COUT : 0CP004 : WAN0F21200,,,,,,
D,SCP,0BA_RSCC_B:YL5127BHYDB.COUT,0AW535:15,,DYN,DIGOUT,,,,BA RSCC B HYD DRV MTR B SLCTD,>,0.5,,,,,COUT : 0CP004 : WAN0F21200,,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_B:ABLAH5115B.FBCIN,0AW514:16,,,BA RSCC B HI      SOLIDS LVL,>,0.5,,,NORMAL,HIGH,CIN : 0CP004 : WAN0F21202,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_B:ABSAL5100BA.FBCIN,0AW514:10,,,BA RSCC B NEAR    SIDE ZERO SPD,>,0.5,,,NORMAL SPEED,LOW SPEED,CIN : 0CP004 : WAN0F21202,IVO = 0,,,,,
D,DYN,DIGFALSE, refs,,SCP,0BA_RSCC_B:ABSAL5100BB.FBCIN,0AW514:11,,,BA RSCC B FAR SIDEZERO SPD,>,0.5,,,NORMAL SPEED,LOW SPEED,CIN : 0CP004 : WAN0F21202,IVO = 0,,,,,
